estado,anio,mes_num,surtidas,total
COAHUILA,2024,8,168064,170027
COAHUILA,2024,9,167603,169462
COAHUILA,2024,10,187266,190504
COAHUILA,2024,11,172394,175301
COAHUILA,2024,12,157065,160221
COLIMA,2018,1,38752,38909
COLIMA,2018,2,33707,33848
COLIMA,2018,3,33585,33720
COLIMA,2018,4,34037,34239
COLIMA,2018,5,34814,35052
COLIMA,2018,6,31851,32264
COLIMA,2018,7,32597,32976
COLIMA,2018,8,34877,35250
COLIMA,2018,9,34244,34563
COLIMA,2018,10,37379,37707
COLIMA,2018,11,35459,35902
COLIMA,2018,12,31286,31656
COLIMA,2019,1,40687,41506
COLIMA,2019,2,34466,35330
COLIMA,2019,3,21791,22287
COLIMA,2019,4,33258,34081
COLIMA,2019,5,36890,37718
COLIMA,2019,6,33426,34103
COLIMA,2019,7,35293,36035
COLIMA,2019,8,18965,19456
COLIMA,2019,9,34266,34814
COLIMA,2019,10,38966,39427
COLIMA,2019,11,36341,36946
COLIMA,2019,12,34437,34890
COLIMA,2020,1,37075,37798
COLIMA,2020,2,35554,36239
COLIMA,2020,3,34414,35204
COLIMA,2020,4,23245,23951
COLIMA,2020,5,20054,20917
COLIMA,2020,6,24581,25477
COLIMA,2020,7,25581,26623
COLIMA,2020,8,22905,23859
COLIMA,2020,9,25268,26029
COLIMA,2020,10,26708,27382
COLIMA,2020,11,21484,22090
COLIMA,2020,12,26424,26905
COLIMA,2021,1,24437,24903
COLIMA,2021,2,22609,23185
COLIMA,2021,3,23868,24488
COLIMA,2021,4,6940,7442
COLIMA,2021,5,27024,28069
COLIMA,2021,6,27670,28433
COLIMA,2021,7,31096,32240
COLIMA,2021,8,29858,30723
COLIMA,2021,9,31856,32426
COLIMA,2021,10,32006,32616
COLIMA,2021,11,18507,18933
COLIMA,2021,12,29516,30364
COLIMA,2022,1,33211,33689
COLIMA,2022,2,29661,30436
COLIMA,2022,3,35110,35972
COLIMA,2022,4,30016,30600
COLIMA,2022,5,35587,35984
COLIMA,2022,6,21396,21792
COLIMA,2022,7,32904,33786
COLIMA,2022,8,38097,38736
COLIMA,2022,9,33058,33755
COLIMA,2022,10,34413,35472
COLIMA,2022,11,35929,36481
COLIMA,2022,12,35074,35484
COLIMA,2023,1,38542,39046
COLIMA,2023,2,36798,37822
COLIMA,2023,3,39573,41701
COLIMA,2023,4,35059,36602
COLIMA,2023,5,40379,41617
COLIMA,2023,6,29159,30239
COLIMA,2023,7,38572,39288
COLIMA,2023,8,43531,44314
COLIMA,2023,9,42412,43160
COLIMA,2023,10,45077,46388
COLIMA,2023,11,41695,42359
COLIMA,2023,12,36476,36948
COLIMA,2024,1,45373,45959
COLIMA,2024,2,44610,45242
COLIMA,2024,3,41071,42668
COLIMA,2024,4,47505,48591
COLIMA,2024,5,49594,50212
COLIMA,2024,6,43361,43864
COLIMA,2024,7,47994,48761
COLIMA,2024,8,45478,46165
COLIMA,2024,9,46098,46738
COLIMA,2024,10,51050,51992
COLIMA,2024,11,45041,45932
COLIMA,2024,12,42094,42985
DURANGO,2018,1,173833,174932
DURANGO,2018,2,151461,152869
DURANGO,2018,3,156685,157775
DURANGO,2018,4,159212,161359
DURANGO,2018,5,163756,166027
DURANGO,2018,6,133250,134802
DURANGO,2018,7,155486,157139
DURANGO,2018,8,164914,166612
DURANGO,2018,9,154358,155466
DURANGO,2018,10,174918,176313
DURANGO,2018,11,172311,174217
DURANGO,2018,12,138570,139497
DURANGO,2019,1,178393,180391
DURANGO,2019,2,153066,155149
DURANGO,2019,3,100362,101644
DURANGO,2019,4,154837,157169
DURANGO,2019,5,165009,167066
DURANGO,2019,6,149161,150573
DURANGO,2019,7,169390,170628
DURANGO,2019,8,153892,155430
DURANGO,2019,9,165236,166621
DURANGO,2019,10,181090,182454
DURANGO,2019,11,168332,169822
DURANGO,2019,12,151701,152788
DURANGO,2020,1,163727,165965
DURANGO,2020,2,156910,159370
DURANGO,2020,3,146734,148841
DURANGO,2020,4,98094,99608
DURANGO,2020,5,95002,96675
DURANGO,2020,6,90428,91770
DURANGO,2020,7,103291,104612
DURANGO,2020,8,114020,114879
DURANGO,2020,9,116400,117333
DURANGO,2020,10,128559,129519
DURANGO,2020,11,91189,91978
DURANGO,2020,12,101512,102465
DURANGO,2021,1,113176,114158
DURANGO,2021,2,109272,110215
DURANGO,2021,3,112392,113263
DURANGO,2021,4,27269,27970
DURANGO,2021,5,110933,112445
DURANGO,2021,6,123967,125551
DURANGO,2021,7,130223,131735
DURANGO,2021,8,131353,132790
DURANGO,2021,9,136172,137682
DURANGO,2021,10,136717,138530
DURANGO,2021,11,81175,82206
DURANGO,2021,12,129769,131309
DURANGO,2022,1,145898,147051
DURANGO,2022,2,133640,134606
DURANGO,2022,3,156954,158402
DURANGO,2022,4,132617,134040
DURANGO,2022,5,147697,149625
DURANGO,2022,6,92911,94096
DURANGO,2022,7,146789,148596
DURANGO,2022,8,163032,165023
DURANGO,2022,9,146736,149106
DURANGO,2022,10,152687,155293
DURANGO,2022,11,163937,165903
DURANGO,2022,12,143077,144392
DURANGO,2023,1,175553,176925
DURANGO,2023,2,154795,156575
DURANGO,2023,3,174093,178998
DURANGO,2023,4,154816,156691
DURANGO,2023,5,177966,179785
DURANGO,2023,6,126307,127756
DURANGO,2023,7,171491,172638
DURANGO,2023,8,187621,188749
DURANGO,2023,9,183570,184389
DURANGO,2023,10,191112,192457
DURANGO,2023,11,187220,188451
DURANGO,2023,12,151149,152207
DURANGO,2024,1,204583,205410
DURANGO,2024,2,181521,182962
DURANGO,2024,3,166657,168749
DURANGO,2024,4,196540,197480
DURANGO,2024,5,197103,197975
DURANGO,2024,6,169917,170710
DURANGO,2024,7,203766,204489
DURANGO,2024,8,203242,204092
DURANGO,2024,9,199833,200487
DURANGO,2024,10,215146,216143
DURANGO,2024,11,193084,194662
DURANGO,2024,12,170812,172085
GUANAJUATO,2018,1,183302,186015
GUANAJUATO,2018,2,167212,170044
GUANAJUATO,2018,3,165981,169070
GUANAJUATO,2018,4,176916,180024
GUANAJUATO,2018,5,176984,181957
GUANAJUATO,2018,6,156958,161473
GUANAJUATO,2018,7,166713,170987
GUANAJUATO,2018,8,180502,184486
GUANAJUATO,2018,9,170247,173949
GUANAJUATO,2018,10,192082,196087
GUANAJUATO,2018,11,184329,189011
GUANAJUATO,2018,12,153356,158146
GUANAJUATO,2019,1,191605,194422
GUANAJUATO,2019,2,176906,181104
GUANAJUATO,2019,3,113418,115643
GUANAJUATO,2019,4,165780,170662
GUANAJUATO,2019,5,183052,188735
GUANAJUATO,2019,6,170785,175152
GUANAJUATO,2019,7,177124,181258
GUANAJUATO,2019,8,169695,173941
GUANAJUATO,2019,9,171159,174731
GUANAJUATO,2019,10,190812,195315
GUANAJUATO,2019,11,178128,182369
GUANAJUATO,2019,12,161653,165056
GUANAJUATO,2020,1,174657,180894
GUANAJUATO,2020,2,174529,181191
GUANAJUATO,2020,3,176750,184293
GUANAJUATO,2020,4,99120,103893
GUANAJUATO,2020,5,92585,97210
GUANAJUATO,2020,6,104297,109653
GUANAJUATO,2020,7,114766,120572
GUANAJUATO,2020,8,120684,125411
GUANAJUATO,2020,9,121074,125155
GUANAJUATO,2020,10,139363,143023
GUANAJUATO,2020,11,118809,121622
GUANAJUATO,2020,12,126230,128926
GUANAJUATO,2021,1,111341,114027
GUANAJUATO,2021,2,108059,110693
GUANAJUATO,2021,3,112971,115881
GUANAJUATO,2021,4,32929,34719
GUANAJUATO,2021,5,128564,131994
GUANAJUATO,2021,6,135746,139328
GUANAJUATO,2021,7,143970,148342
GUANAJUATO,2021,8,143700,147565
GUANAJUATO,2021,9,150976,155125
GUANAJUATO,2021,10,153587,156996
GUANAJUATO,2021,11,83214,86071
GUANAJUATO,2021,12,137141,141648
GUANAJUATO,2022,1,155063,158402
GUANAJUATO,2022,2,148837,151939
GUANAJUATO,2022,3,177452,181295
GUANAJUATO,2022,4,152261,155965
GUANAJUATO,2022,5,175506,179122
GUANAJUATO,2022,6,102972,106048
GUANAJUATO,2022,7,172092,176817
GUANAJUATO,2022,8,178947,183820
GUANAJUATO,2022,9,169666,174315
GUANAJUATO,2022,10,175836,181574
GUANAJUATO,2022,11,188701,193177
GUANAJUATO,2022,12,172638,176629
GUANAJUATO,2023,1,193957,196677
GUANAJUATO,2023,2,177865,181347
GUANAJUATO,2023,3,202349,206525
GUANAJUATO,2023,4,175940,179180
GUANAJUATO,2023,5,206323,210492
GUANAJUATO,2023,6,150789,154039
GUANAJUATO,2023,7,197822,200326
GUANAJUATO,2023,8,216704,219040
GUANAJUATO,2023,9,212151,214918
GUANAJUATO,2023,10,228980,231990
GUANAJUATO,2023,11,225003,227071
GUANAJUATO,2023,12,185824,188084
GUANAJUATO,2024,1,231599,233146
GUANAJUATO,2024,2,223029,225444
GUANAJUATO,2024,3,193603,196964
GUANAJUATO,2024,4,222595,224584
GUANAJUATO,2024,5,236435,238306
GUANAJUATO,2024,6,220312,222009
GUANAJUATO,2024,7,228133,229843
GUANAJUATO,2024,8,235302,236820
GUANAJUATO,2024,9,239338,240537
GUANAJUATO,2024,10,255324,256450
GUANAJUATO,2024,11,234701,236535
GUANAJUATO,2024,12,214216,217590
GUERRERO,2018,1,191052,191729
GUERRERO,2018,2,168510,169357
GUERRERO,2018,3,173048,174047
GUERRERO,2018,4,176885,177815
GUERRERO,2018,5,178250,179646
GUERRERO,2018,6,136817,139985
GUERRERO,2018,7,171348,174077
GUERRERO,2018,8,180316,182532
GUERRERO,2018,9,169249,171825
GUERRERO,2018,10,175501,177709
GUERRERO,2018,11,182654,184825
GUERRERO,2018,12,142939,144115
GUERRERO,2019,1,192052,194044
GUERRERO,2019,2,172585,175494
GUERRERO,2019,3,105725,107304
GUERRERO,2019,4,161749,164118
GUERRERO,2019,5,186115,188126
GUERRERO,2019,6,169112,171322
GUERRERO,2019,7,173843,176113
GUERRERO,2019,8,173968,181325
GUERRERO,2019,9,169232,171993
GUERRERO,2019,10,192769,195169
GUERRERO,2019,11,174944,177097
GUERRERO,2019,12,158179,159987
GUERRERO,2020,1,179956,182326
GUERRERO,2020,2,172773,175404
GUERRERO,2020,3,168947,172466
GUERRERO,2020,4,95121,96590
GUERRERO,2020,5,79736,81470
GUERRERO,2020,6,85001,86786
GUERRERO,2020,7,97760,99428
GUERRERO,2020,8,106110,107361
GUERRERO,2020,9,108980,110146
GUERRERO,2020,10,122193,123607
GUERRERO,2020,11,99989,101483
GUERRERO,2020,12,107241,108492
GUERRERO,2021,1,107316,108558
GUERRERO,2021,2,98836,100073
GUERRERO,2021,3,101481,102610
GUERRERO,2021,4,32033,32498
GUERRERO,2021,5,103511,105058
GUERRERO,2021,6,119303,121003
GUERRERO,2021,7,132707,134473
GUERRERO,2021,8,119072,120839
GUERRERO,2021,9,112763,113716
GUERRERO,2021,10,120953,122287
GUERRERO,2021,11,75328,76199
GUERRERO,2021,12,116695,117958
GUERRERO,2022,1,143343,148262
GUERRERO,2022,2,129254,130343
GUERRERO,2022,3,150328,151853
GUERRERO,2022,4,131386,133126
GUERRERO,2022,5,151140,152640
GUERRERO,2022,6,94088,95375
GUERRERO,2022,7,148392,152206
GUERRERO,2022,8,159256,162805
GUERRERO,2022,9,147297,151276
GUERRERO,2022,10,157191,161107
GUERRERO,2022,11,166892,169872
GUERRERO,2022,12,146775,148909
GUERRERO,2023,1,180840,182959
GUERRERO,2023,2,162569,165834
GUERRERO,2023,3,186408,193806
GUERRERO,2023,4,159206,162514
GUERRERO,2023,5,178993,184675
GUERRERO,2023,6,140809,142944
GUERRERO,2023,7,173480,176114
GUERRERO,2023,8,191897,194137
GUERRERO,2023,9,186134,189206
GUERRERO,2023,10,175189,177414
GUERRERO,2023,11,163528,165058
GUERRERO,2023,12,136806,138339
GUERRERO,2024,1,178147,179261
GUERRERO,2024,2,161043,164367
GUERRERO,2024,3,153157,156340
GUERRERO,2024,4,181187,183885
GUERRERO,2024,5,178101,181570
GUERRERO,2024,6,166973,169913
GUERRERO,2024,7,183835,186444
GUERRERO,2024,8,190277,192504
GUERRERO,2024,9,170700,173614
GUERRERO,2024,10,210825,213693
GUERRERO,2024,11,192095,194742
GUERRERO,2024,12,172786,175702
HIDALGO,2018,1,164579,166436
HIDALGO,2018,2,148911,150646
HIDALGO,2018,3,154196,155812
HIDALGO,2018,4,155902,158358
HIDALGO,2018,5,158831,161826
HIDALGO,2018,6,147529,150850
HIDALGO,2018,7,151837,155169
HIDALGO,2018,8,163161,166544
HIDALGO,2018,9,152905,156453
HIDALGO,2018,10,169557,173020
HIDALGO,2018,11,169792,173387
HIDALGO,2018,12,137837,139768
HIDALGO,2019,1,176444,178988
HIDALGO,2019,2,162856,165848
HIDALGO,2019,3,99586,102242
HIDALGO,2019,4,162608,166051
HIDALGO,2019,5,171309,174204
HIDALGO,2019,6,162316,165225
HIDALGO,2019,7,169750,172290
HIDALGO,2019,8,132689,137410
HIDALGO,2019,9,168851,171914
HIDALGO,2019,10,186207,189378
HIDALGO,2019,11,181043,184222
HIDALGO,2019,12,160572,163331
HIDALGO,2020,1,173777,176868
HIDALGO,2020,2,165367,169292
HIDALGO,2020,3,160674,165794
HIDALGO,2020,4,109340,112303
HIDALGO,2020,5,95059,98191
HIDALGO,2020,6,97627,100543
HIDALGO,2020,7,116475,120211
HIDALGO,2020,8,118797,121528
HIDALGO,2020,9,123803,126039
HIDALGO,2020,10,138945,141383
HIDALGO,2020,11,108340,110517
HIDALGO,2020,12,124167,125892
HIDALGO,2021,1,112254,113708
HIDALGO,2021,2,105563,107337
HIDALGO,2021,3,110075,111481
HIDALGO,2021,4,38177,39250
HIDALGO,2021,5,120300,122597
HIDALGO,2021,6,128296,130336
HIDALGO,2021,7,139170,141351
HIDALGO,2021,8,137676,140346
HIDALGO,2021,9,144244,146762
HIDALGO,2021,10,144662,147082
HIDALGO,2021,11,82717,84207
HIDALGO,2021,12,136624,139639
HIDALGO,2022,1,146621,149540
HIDALGO,2022,2,136724,139526
HIDALGO,2022,3,159798,163456
HIDALGO,2022,4,140581,144235
HIDALGO,2022,5,160380,163743
HIDALGO,2022,6,98706,100683
HIDALGO,2022,7,157894,162071
HIDALGO,2022,8,166596,170567
HIDALGO,2022,9,155920,159390
HIDALGO,2022,10,168909,172923
HIDALGO,2022,11,178665,182003
HIDALGO,2022,12,165925,167923
HIDALGO,2023,1,187133,189174
HIDALGO,2023,2,173303,176090
HIDALGO,2023,3,194368,199418
HIDALGO,2023,4,170243,173623
HIDALGO,2023,5,194003,197957
HIDALGO,2023,6,145981,147887
HIDALGO,2023,7,184274,186886
HIDALGO,2023,8,203801,205466
HIDALGO,2023,9,201286,203986
HIDALGO,2023,10,215159,217734
HIDALGO,2023,11,202571,205008
HIDALGO,2023,12,181453,182887
HIDALGO,2024,1,215947,217659
HIDALGO,2024,2,206543,208521
HIDALGO,2024,3,196082,198705
HIDALGO,2024,4,217726,220079
HIDALGO,2024,5,212547,215410
HIDALGO,2024,6,196268,199222
HIDALGO,2024,7,214052,217300
HIDALGO,2024,8,217027,220416
HIDALGO,2024,9,215064,219054
HIDALGO,2024,10,234653,239104
HIDALGO,2024,11,220139,225455
HIDALGO,2024,12,208188,214120
JALISCO,2018,1,201355,203293
JALISCO,2018,2,180556,182033
JALISCO,2018,3,185394,186768
JALISCO,2018,4,180254,181543
JALISCO,2018,5,186406,188621
JALISCO,2018,6,165260,166865
JALISCO,2018,7,174895,176652
JALISCO,2018,8,189067,190769
JALISCO,2018,9,171894,173504
JALISCO,2018,10,195475,197393
JALISCO,2018,11,186488,187874
JALISCO,2018,12,165731,166649
JALISCO,2019,1,206400,208481
JALISCO,2019,2,183846,185395
JALISCO,2019,3,112865,114142
JALISCO,2019,4,167944,169784
JALISCO,2019,5,186263,188934
JALISCO,2019,6,176059,177987
JALISCO,2019,7,183985,186195
JALISCO,2019,8,149278,151367
JALISCO,2019,9,173938,175634
JALISCO,2019,10,187367,189744
JALISCO,2019,11,175408,177906
JALISCO,2019,12,160623,162111
JALISCO,2020,1,172841,176029
JALISCO,2020,2,165111,168869
JALISCO,2020,3,159116,162558
JALISCO,2020,4,98850,102008
JALISCO,2020,5,92932,97360
JALISCO,2020,6,104262,108574
JALISCO,2020,7,114791,118892
JALISCO,2020,8,119572,122842
JALISCO,2020,9,128525,131548
JALISCO,2020,10,141191,144416
JALISCO,2020,11,113837,116279
JALISCO,2020,12,126374,128931
JALISCO,2021,1,121465,124152
JALISCO,2021,2,114510,118074
JALISCO,2021,3,116910,120646
JALISCO,2021,4,28724,30299
JALISCO,2021,5,126326,129893
JALISCO,2021,6,130493,134945
JALISCO,2021,7,139148,144134
JALISCO,2021,8,136589,142373
JALISCO,2021,9,141164,145769
JALISCO,2021,10,145258,149618
JALISCO,2021,11,80844,83348
JALISCO,2021,12,124877,129356
JALISCO,2022,1,147021,151008
JALISCO,2022,2,137494,141319
JALISCO,2022,3,157407,162149
JALISCO,2022,4,137980,142434
JALISCO,2022,5,156622,160318
JALISCO,2022,6,92947,96229
JALISCO,2022,7,151425,155713
JALISCO,2022,8,163572,168128
JALISCO,2022,9,150039,154772
JALISCO,2022,10,156603,163713
JALISCO,2022,11,166524,172401
JALISCO,2022,12,153197,157197
JALISCO,2023,1,170732,174106
JALISCO,2023,2,159049,163065
JALISCO,2023,3,179319,184086
JALISCO,2023,4,152939,155692
JALISCO,2023,5,179524,181831
JALISCO,2023,6,129984,131170
JALISCO,2023,7,174960,176614
JALISCO,2023,8,188141,189868
JALISCO,2023,9,181510,183072
JALISCO,2023,10,188275,190543
JALISCO,2023,11,184954,186888
JALISCO,2023,12,159151,160679
JALISCO,2024,1,189241,190226
JALISCO,2024,2,180293,182270
JALISCO,2024,3,174863,177665
JALISCO,2024,4,202691,204250
JALISCO,2024,5,198991,200808
JALISCO,2024,6,184712,186546
JALISCO,2024,7,200984,201983
JALISCO,2024,8,199675,200984
JALISCO,2024,9,195069,196755
JALISCO,2024,10,218108,220130
JALISCO,2024,11,201449,204543
JALISCO,2024,12,183240,186558
MICHOACÁN,2018,1,252482,257152
MICHOACÁN,2018,2,227779,232341
MICHOACÁN,2018,3,232695,237111
MICHOACÁN,2018,4,240458,246394
MICHOACÁN,2018,5,235398,242906
MICHOACÁN,2018,6,216344,222823
MICHOACÁN,2018,7,227448,233630
MICHOACÁN,2018,8,233753,239693
MICHOACÁN,2018,9,238237,243853
MICHOACÁN,2018,10,252027,257345
MICHOACÁN,2018,11,254257,260884
MICHOACÁN,2018,12,223387,226336
MICHOACÁN,2019,1,269635,275653
MICHOACÁN,2019,2,237752,244389
MICHOACÁN,2019,3,153346,158603
MICHOACÁN,2019,4,238986,247341
MICHOACÁN,2019,5,252002,260209
MICHOACÁN,2019,6,233589,240784
MICHOACÁN,2019,7,247194,254440
MICHOACÁN,2019,8,241177,250628
MICHOACÁN,2019,9,240053,246334
MICHOACÁN,2019,10,261144,267801
MICHOACÁN,2019,11,247663,254626
MICHOACÁN,2019,12,225249,230237
MICHOACÁN,2020,1,251058,258608
MICHOACÁN,2020,2,234323,242904
MICHOACÁN,2020,3,224644,234577
MICHOACÁN,2020,4,148199,153000
MICHOACÁN,2020,5,135082,141871
MICHOACÁN,2020,6,149662,156146
MICHOACÁN,2020,7,157267,164536
MICHOACÁN,2020,8,160080,166026
MICHOACÁN,2020,9,169606,174482
MICHOACÁN,2020,10,182197,188153
MICHOACÁN,2020,11,152429,157371
MICHOACÁN,2020,12,176157,180508
MICHOACÁN,2021,1,161932,167814
MICHOACÁN,2021,2,152372,158047
MICHOACÁN,2021,3,161574,167623
MICHOACÁN,2021,4,52451,55525
MICHOACÁN,2021,5,166999,174442
MICHOACÁN,2021,6,177060,183804
MICHOACÁN,2021,7,198467,205561
MICHOACÁN,2021,8,188898,197716
MICHOACÁN,2021,9,203681,210569
MICHOACÁN,2021,10,197647,205877
MICHOACÁN,2021,11,111102,116620
MICHOACÁN,2021,12,194891,201333
MICHOACÁN,2022,1,208000,216447
MICHOACÁN,2022,2,194146,202100
MICHOACÁN,2022,3,218992,227092
MICHOACÁN,2022,4,195994,204109
MICHOACÁN,2022,5,215967,222767
MICHOACÁN,2022,6,135686,139267
MICHOACÁN,2022,7,205456,213664
MICHOACÁN,2022,8,225565,232266
MICHOACÁN,2022,9,199140,205012
MICHOACÁN,2022,10,224315,231367
MICHOACÁN,2022,11,227563,234338
MICHOACÁN,2022,12,217027,222179
MICHOACÁN,2023,1,247678,252520
MICHOACÁN,2023,2,229121,234180
MICHOACÁN,2023,3,245299,253876
MICHOACÁN,2023,4,218487,224000
MICHOACÁN,2023,5,242090,249112
MICHOACÁN,2023,6,179038,183745
MICHOACÁN,2023,7,234075,239338
MICHOACÁN,2023,8,258037,262847
MICHOACÁN,2023,9,247418,253850
MICHOACÁN,2023,10,259402,264191
MICHOACÁN,2023,11,256456,262082
MICHOACÁN,2023,12,221525,225299
MICHOACÁN,2024,1,271172,275261
MICHOACÁN,2024,2,251050,256616
MICHOACÁN,2024,3,236328,242408
MICHOACÁN,2024,4,268129,273118
MICHOACÁN,2024,5,270806,275430
MICHOACÁN,2024,6,240296,245665
MICHOACÁN,2024,7,270954,275852
MICHOACÁN,2024,8,267374,272187
MICHOACÁN,2024,9,259278,264974
MICHOACÁN,2024,10,286435,291766
MICHOACÁN,2024,11,260421,265975
MICHOACÁN,2024,12,245955,252186
MORELOS,2018,1,99748,101921
MORELOS,2018,2,95196,96526
MORELOS,2018,3,93720,95143
MORELOS,2018,4,98879,100651
MORELOS,2018,5,101269,103548
MORELOS,2018,6,95593,97833
MORELOS,2018,7,94383,96268
MORELOS,2018,8,102056,104050
MORELOS,2018,9,94387,96574
MORELOS,2018,10,108678,111050
MORELOS,2018,11,101253,103016
MORELOS,2018,12,89625,91234
MORELOS,2019,1,104522,106301
MORELOS,2019,2,97985,99913
MORELOS,2019,3,63762,65264
MORELOS,2019,4,93534,97561
MORELOS,2019,5,100286,103471
MORELOS,2019,6,97721,100700
MORELOS,2019,7,102752,105796
MORELOS,2019,8,90461,92776
MORELOS,2019,9,101951,104949
MORELOS,2019,10,112833,115913
MORELOS,2019,11,106680,109148
MORELOS,2019,12,98696,101359
MORELOS,2020,1,104969,110364
MORELOS,2020,2,99729,105171
MORELOS,2020,3,100238,105378
MORELOS,2020,4,72103,75063
MORELOS,2020,5,61287,64825
MORELOS,2020,6,67956,71671
MORELOS,2020,7,71966,76289
MORELOS,2020,8,76905,79637
MORELOS,2020,9,78831,81286
MORELOS,2020,10,87706,90610
MORELOS,2020,11,67873,71065
MORELOS,2020,12,73369,76939
MORELOS,2021,1,78602,81222
MORELOS,2021,2,66492,70097
MORELOS,2021,3,62807,66646
MORELOS,2021,4,17558,18805
MORELOS,2021,5,68231,71704
MORELOS,2021,6,77436,80445
MORELOS,2021,7,83525,86044
MORELOS,2021,8,78898,81678
MORELOS,2021,9,86071,88193
MORELOS,2021,10,84317,87161
MORELOS,2021,11,48167,49785
MORELOS,2021,12,82658,84549
MORELOS,2022,1,85225,88024
MORELOS,2022,2,82934,85352
MORELOS,2022,3,93070,95979
MORELOS,2022,4,82013,86031
MORELOS,2022,5,93434,95922
MORELOS,2022,6,58927,60243
MORELOS,2022,7,92589,95685
MORELOS,2022,8,98318,100880
MORELOS,2022,9,88768,91140
MORELOS,2022,10,98940,101399
MORELOS,2022,11,94127,96253
MORELOS,2022,12,89727,91873
MORELOS,2023,1,104704,106153
MORELOS,2023,2,98616,99458
MORELOS,2023,3,105682,107164
MORELOS,2023,4,97186,98076
MORELOS,2023,5,108087,109043
MORELOS,2023,6,82679,83244
MORELOS,2023,7,104723,105442
MORELOS,2023,8,117700,118364
MORELOS,2023,9,111830,112832
MORELOS,2023,10,122874,123799
MORELOS,2023,11,116387,117353
MORELOS,2023,12,104299,105204
MORELOS,2024,1,122724,123731
MORELOS,2024,2,114330,115696
MORELOS,2024,3,106644,108457
MORELOS,2024,4,128286,129306
MORELOS,2024,5,122897,123981
MORELOS,2024,6,113557,114469
MORELOS,2024,7,126689,127663
MORELOS,2024,8,123033,124465
MORELOS,2024,9,120420,122135
MORELOS,2024,10,138707,140390
MORELOS,2024,11,124229,125885
MORELOS,2024,12,118636,120694
MÉXICO,2018,1,341433,342024
MÉXICO,2018,2,299573,300175
MÉXICO,2018,3,309216,309919
MÉXICO,2018,4,310405,311109
MÉXICO,2018,5,313877,314736
MÉXICO,2018,6,286900,288311
MÉXICO,2018,7,305467,306599
MÉXICO,2018,8,327485,329418
MÉXICO,2018,9,305387,306923
MÉXICO,2018,10,335344,337100
MÉXICO,2018,11,323201,324778
MÉXICO,2018,12,286317,287253
MÉXICO,2019,1,333990,336349
MÉXICO,2019,2,296705,299344
MÉXICO,2019,3,186788,188362
MÉXICO,2019,4,285857,287899
MÉXICO,2019,5,306393,308363
MÉXICO,2019,6,288438,290460
MÉXICO,2019,7,311422,313433
MÉXICO,2019,8,314126,317068
MÉXICO,2019,9,298842,300899
MÉXICO,2019,10,328628,330431
MÉXICO,2019,11,312967,314848
MÉXICO,2019,12,288286,289585
MÉXICO,2020,1,303354,305321
MÉXICO,2020,2,275079,277418
MÉXICO,2020,3,269927,272285
MÉXICO,2020,4,168344,169509
MÉXICO,2020,5,142223,144176
MÉXICO,2020,6,151227,153810
MÉXICO,2020,7,173180,175305
MÉXICO,2020,8,185799,187219
MÉXICO,2020,9,191817,193162
MÉXICO,2020,10,219124,220907
MÉXICO,2020,11,167110,169175
MÉXICO,2020,12,189380,191106
MÉXICO,2021,1,176083,178164
MÉXICO,2021,2,168404,170524
MÉXICO,2021,3,175728,177264
MÉXICO,2021,4,53351,54198
MÉXICO,2021,5,189664,191792
MÉXICO,2021,6,210384,211850
MÉXICO,2021,7,234622,235839
MÉXICO,2021,8,227347,228911
MÉXICO,2021,9,243407,244835
MÉXICO,2021,10,243659,245944
MÉXICO,2021,11,145616,146976
MÉXICO,2021,12,236235,237579
MÉXICO,2022,1,249485,251921
MÉXICO,2022,2,227438,230188
MÉXICO,2022,3,266781,269135
MÉXICO,2022,4,240111,242651
MÉXICO,2022,5,270778,272715
MÉXICO,2022,6,172458,173650
MÉXICO,2022,7,268526,270604
MÉXICO,2022,8,283547,285618
MÉXICO,2022,9,256626,259104
MÉXICO,2022,10,282956,285238
MÉXICO,2022,11,289061,290830
MÉXICO,2022,12,276932,278482
MÉXICO,2023,1,303645,304406
MÉXICO,2023,2,285162,286677
MÉXICO,2023,3,314646,316585
MÉXICO,2023,4,273649,274514
MÉXICO,2023,5,309975,311006
MÉXICO,2023,6,237974,238670
MÉXICO,2023,7,308019,308680
MÉXICO,2023,8,329585,330208
MÉXICO,2023,9,324340,325369
MÉXICO,2023,10,344605,346263
MÉXICO,2023,11,328348,329896
MÉXICO,2023,12,301583,302893
MÉXICO,2024,1,346711,348386
MÉXICO,2024,2,324191,326496
MÉXICO,2024,3,300545,303216
MÉXICO,2024,4,353779,355973
MÉXICO,2024,5,351892,354903
MÉXICO,2024,6,320858,323243
MÉXICO,2024,7,364510,367733
MÉXICO,2024,8,355771,358565
MÉXICO,2024,9,353592,357273
MÉXICO,2024,10,385073,389565
MÉXICO,2024,11,343121,347635
MÉXICO,2024,12,347042,351411
NAYARIT,2018,1,80836,81958
NAYARIT,2018,2,75232,76282
NAYARIT,2018,3,76614,77642
NAYARIT,2018,4,78452,80039
NAYARIT,2018,5,78587,80318
NAYARIT,2018,6,73430,75129
NAYARIT,2018,7,78056,79683
NAYARIT,2018,8,80821,82305
NAYARIT,2018,9,77963,79157
NAYARIT,2018,10,83168,84383
NAYARIT,2018,11,84701,86232
NAYARIT,2018,12,68933,70007
NAYARIT,2019,1,81850,82996
NAYARIT,2019,2,78269,79758
NAYARIT,2019,3,51017,52156
